Item_Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Chutney,Red Sauce,Plain Papadum,Keema Rice,Sheek Kebab,Madras - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Sauce,Mango Chutney,Mint Sauce,Plain Naan,Pilau Rice,Chicken Tikka,Bombay Aloo,Cauliflower Bhajee,Curry - Chicken,Chicken Tikka Masala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Chutney,Plain Papadum,Garlic Naan,Mushroom Rice,Chicken Tikka Masala,Madras - Prawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keema Rice,Chicken Tikka Pasanda,Tandoori Mixed Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapati,Egg Paratha,Lamb Karahi,Hazary Lamb Chilli Garlic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tandoori Roti,Pilau Rice,Lamb Hari Mirch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Rice,Peshwari Naan,Special Fried Rice,Chicken Tikka,Paneer Tikka Masala,Tandoori Mixed Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mint Sauce,Pilau Rice,Royal Paneer,Korma - Chicken,Lamb Tikka Masala,Lamb Tikka Jalfrezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Naan,Pilau Rice,Green Salad,Chicken Pakora,Chicken Balti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Papadum,Spicy Papadum,Peshwari Naan,Plain Rice,Pilau Rice,Onion Bhajee,Meat Samosa,Curry - Chicken,Chicken Tikka Masala,Chicken Biryani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garlic Naan,Special Fried Rice,Meat Samosa,Curry - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Naan,Pilau Rice,French Fries,Curry Sauce,Korma - Chicken,Butter Chicken,Chicken Biryani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onion Chutney,Red Sauce,Mint Sauce,Mango Chutney,Lime Pickle,Plain Papadum,Pilau Rice,Garlic Naan,Mushroom Rice,Aloo Gobi,Curry - Chicken,Bhuna - Chicken Tikka,Chicken Shashlick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamb Biryani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilau Rice,Garlic Naan,Green Salad,Pathia - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Papadum,Plain Naan,Onion Bhajee,Mushroom Rice,Lamb Tikka,Aloo Gobi,Curry - Lamb,Vegetable Biryani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Naan,Pilau Rice,Bombay Aloo,Chicken Tikka Masala,Bhuna - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mint Sauce,Mango Chutney,Plain Papadum,Plain Naan,Peshwari Naan,Pilau Rice,Onion Bhajee,Saag Paneer,Bhuna - Lamb,Butter Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Chutney,Plain Papadum,Pilau Rice,Garlic Naan,Chicken Chaat,Mushroom Bhajee,Madras - Chicken Tikka,Chicken Tikka Masala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peshwari Naan,Bombay Aloo,Butter Chicken,Lamb Biryani,Chicken Hari Mirch,King Prawn Hari Mirch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Chutney,Plain Naan,Plain Rice,Pilau Rice,Korma Sauce,Onion Bhajee,Mixed Vegetable Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Papadum,Plain Naan,Pilau Rice,Bombay Aloo,Vindaloo - Chicken,Korma - Chicken,Chicken Tikka Masala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peshwari Naan,Egg Rice,Korma - Chicken Tikka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Papadum,Peshwari Naan,Pilau Rice,Onion Bhajee,Bhuna - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Chutney,Mint Sauce,Plain Papadum,Plain Naan,Pilau Rice,Plain Rice,Onion Bhajee,Chicken Tikka (Main),Chicken Tikka Masala,Korma - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilau Rice,Garlic Naan,Chicken Chilli Garlic,Chicken Biryani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Naan,Pilau Rice,Aloo Gobi,Madras - Chicken,Chicken Tikka Pasanda,Chicken Tikka (Main),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mint Sauce,Plain Papadum,Puree,Plain Naan,Pilau Rice,Garlic Naan,Keema Naan,Plain Rice,Meat Samosa,Korma Sauce,Bombay Aloo,Madras - Lamb,Madras - Chicken,Chicken Tikka Masala,Chicken Biryani,Lamb Shashlick,Chicken Tikka Balti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mint Sauce,Red Sauce,Spicy Papadum,Plain Papadum,Pilau Rice,Onion Naan,Peshwari Naan,Chicken Chilli Garlic,Chicken Rezala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mint Sauce,Mango Chutney,Plain Papadum,Plain Rice,Chicken Tikka Karahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Chutney,Plain Naan,Pilau Rice,Onion Bhajee,Tarka Dall,Chicken Shashlick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Chutney,Lime Pickle,Plain Papadum,Pilau Rice,Garlic Naan,Meat Samosa,Onion Bhajee,Vegetable Roll,Chicken Tikka,Bhuna - Chicken Tikka,Chicken Hari Mirch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Papadum,Pilau Rice,Aloo Gobi,Chicken Tikka Jalfrezi,Dhansak - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Chutney,Mint Sauce,Keema Naan,Pilau Rice,Onion Bhajee,Tandoori Chicken (1/4),Chicken Pakora,Saag Aloo,Rogon - Lamb,Lamb Biryani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cauliflower Bhajee,Saag Dall,Dhansak - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Naan,Lamb Tikka,Chicken Tikka Karahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garlic Naan,Special Fried Rice,Tandoori Chicken (Main),Lamb Biryani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Naan,Pilau Rice,Saag Aloo,Chicken Rezala,Lamb Rezala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Chutney,Plain Papadum,Plain Naan,Pilau Rice,Chicken Tikka,Korma - Chicken,Chicken Balti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puree,Bottle Coke,Egg Rice,Garlic Rice,Dhansak - Chicken Tikka,Chicken Tikka Masala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Chutney,Plain Papadum,Pilau Rice,Garlic Naan,Bombay Aloo,Bhuna - Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Chutney,Mint Sauce,Plain Papadum,Vegetable Rice,Korma Sauce,Korma - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Papadum,Plain Naan,Plain Rice,Chicken Chaat,Saag Aloo,Curry - Chicken,Vegetable Biryani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilau Rice,King Prawn Puree,Korma - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peshwari Naan,Keema Naan,Korma - Chicken,Pathia - Lamb,Chicken Karahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapati,Onion Bhajee,Dupiaza - Chicken,Chicken Chilli Garlic,Lamb Biryani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Rice,Prawn Puree,Saag Bhajee,Bhuna - Chicken Tikka,Korma - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onion Chutney,Spicy Papadum,Chapati,Plain Rice,Dupiaza - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Chutney,Mint Sauce,Plain Papadum,Plain Rice,Pilau Rice,Paneer Tikka Masala,Lamb Balti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapati,Tarka Dall,Bhuna - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Chutney,Mint Sauce,Onion Chutney,Plain Papadum,Pilau Rice,Garlic Naan,Mushroom Rice,Onion Bhajee,Chicken Tikka Masala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Naan,Garlic Naan,Meat Samosa,Onion Rice,Chicken Pakora,Chicken Tikka Masala,Korma - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Naan,Plain Rice,Meat Samosa,Onion Bhajee,Saag Aloo,Lamb Hari Mirch,Chicken Shashlick Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Rice,Garlic Naan,Chicken Tikka Masala,Butter Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mint Sauce,Plain Rice,Onion Bhajee,Chicken Chaat,Royal Paneer,Korma - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Papadum,Plain Naan,Plain Rice,Chicken Tikka Masala,Lamb Balti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Rice,Aloo Methi,Saag Paneer,Chicken Tikka (Main),Paneer Tikka Masala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Naan,Pilau Rice,Korma Sauce,Saag Aloo,Korma - Chicken Tikka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tandoori Roti,Plain Rice,Peshwari Naan,Chicken Tikka Masala,Bhuna - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Chutney,Plain Papadum,Chapati,Pilau Rice,Saag Aloo,Madras - Chicken,Chicken Tikka Masala,Korma - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Papadum,Keema Naan,Meat Samosa,Mushroom Rice,Onion Bhajee,Tandoori Chicken (Main),Tandoori Mixed Grill,Tandoori King Prawn Garlic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Naan,Pilau Rice,Methi - Lamb,Korma - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Sauce,Plain Naan,Keema Naan,King Prawn Puree,Chicken Tikka Jalfrezi,Lamb Tikka Balti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onion Chutney,Red Sauce,Plain Papadum,Spicy Papadum,Pilau Rice,Onion Bhajee,Bombay Aloo,Chicken Tikka Balti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peshwari Naan,Special Fried Rice,Pathia - Chicken Tikka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peshwari Naan,Special Fried Rice,Pathia - Chicken Tikka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peshwari Naan,Special Fried Rice,Pathia - Chicken Tikka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Sauce,Plain Naan,Pilau Rice,French Fries,Tandoori Chicken (1/4),Madras - Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Chutney,Plain Papadum,Pilau Rice,Bottle Coke,Onion Bhajee,Chicken Balti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raitha,Green Salad,Garlic Rice,Onion Rice,Perrier Water (750ml),Royal Paneer,Muttar Paneer,Chana Masala,Chicken Tikka Masala,Chicken Roshni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mint Sauce,Lime Pickle,Plain Papadum,Raitha,Keema Naan,Peshwari Naan,Pilau Rice,Onion Bhajee,Chicken Pakora,COBRA ( LARGE ),Korma - Chicken,Lamb Tikka Biryani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madras - Chicken,Lemon Rice,Spicy Papadum,French Fries,Spicy Papadum,Lemon Rice,French Fries,Madras - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King Prawn Puree,Plain Papadum,Chicken Shashlick,Bhindi Bhajee,Dhansak Sauce,Plain Papadum,Dhansak Sauce,King Prawn Puree,Bhindi Bhajee,Chicken Shashlick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onion Bhajee,Tarka Dall,Saag Paneer,Baingan Hari Mirch,Onion Bhajee,Tarka Dall,Saag Paneer,Baingan Hari Mirch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aloo Chaat,Tandoori Mixed Grill,Tandoori Roti,Tandoori Roti,Aloo Chaat,Tandoori Mixed Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Mysore,Garlic Naan,Lamb Chilli Garlic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paneer Tikka Sizzler,Vindaloo Sauce,Plain Rice,French Fries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamb Biryani,Lamb Tikka Chilli Masala,Garlic Naan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keema Rice,Bombay Aloo,Madras - Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheek Kebab,Plain Papadum,Lamb Tikka Masala,Pilau Rice,Keema Naan,French Fries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saag - Chicken,Saag Paneer,Saag Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spicy Papadum,Red Sauce,Plain Rice,Dupiaza - Chicken Tikka,Chapati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korma - Chicken,Peshwari Naan,Lemon Rice,Mushroom Rice,Lamb Sylhet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Tikka,Royal Paneer,Garlic Naan,Bottle Diet Coke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Papadum,Mint Sauce,Chicken Tikka Karahi,Mushroom Bhajee,Plain Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Tikka Masala,Plain Naan,Rogon - Chicken,Chicken Tikka (Main),Madras - Chicken Tikka,Garlic Naan,Bombay Aloo,Saag Aloo,French Fries,Pilau Rice,Onion Bhajee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheek Kebab,Vegetable Biryani,Aloo Chaat,Madras - King Prawn,Pilau Rice,Butter Chicken,Plain Papadum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Tikka Jalfrezi,Pilau Rice,Plain Naan,Green Salad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilau Rice,Chicken Tikka Masala,Madras - Chicken Tikka,Onion Bhajee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhansak - Lamb,Korma - Chicken,Plain Naan,Pilau Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamb Biryani,Chicken Biryani,Bombay Aloo,Peshwari Naan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapati,Plain Rice,Saag - Chicken,Pathia - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puree,Paratha,Pilau Rice,Royal Paneer,Tarka Dall,Saag Paneer,Aloo Gobi,Paneer Tikka Sizzler,Prawn Karahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Papadum,Plain Naan,Plain Rice,Korma - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapati,Plain Naan,Plain Rice,Tarka Dall,Lamb Karahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Naan,Lemon Rice,Saag Rice,Vindaloo - Chicken Tikka,Chicken Tikka Masala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilau Rice,Garlic Naan,Sheek Kebab,Aloo Chaat,Madras - Chicken,Vegetable Biryani,Vindaloo - King Prawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garlic Naan,Korma Sauce,Chicken Biryani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Naan,Egg Rice,COBRA ( LARGE ),Chicken Roshni,Lamb Roshni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Fries,Bombay Aloo,Tandoori Chicken (Main),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onion Chutney,Spicy Papadum,Chapati,Plain Rice,Chicken Tikka Jalfrezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Chutney,Plain Papadum,Garlic Naan,Pilau Rice,Chicken Chaat,Saag Aloo,Chicken Tikka (Main),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Naan,Special Fried Rice,Bombay Aloo,Madras - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garlic Naan,Meat Samosa,Mushroom Rice,Onion Bhajee,Curry - Chicken,Tandoori Mixed Grill,Tandoori King Prawn Garlic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tandoori Roti,Garlic Naan,Saag Rice,Saag Aloo,Paneer Tikka Masala,Chicken Tikka Chilli Masala,Chicken Tikka Biryani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Naan,Raitha,Tarka Dall,Chicken Pakora,Aloo Gobi,Tandoori Mixed Grill,King Prawn Shaslick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Naan,Pilau Rice,Saag Aloo,Curry - Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilau Rice,Peshwari Naan,Bhindi Bhajee,Korma - Chicken,Lamb Tikka (Main),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onion Chutney,Red Sauce,Lime Pickle,Mint Sauce,Plain Papadum,Plain Naan,Pilau Rice,Paratha,Meat Samosa,Mushroom Rice,Curry - Chicken,Korma - Chicken,Saag - Lamb,Chicken Tikka Masala,Persian Chicken Biryani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapati,Plain Naan,Pilau Rice,Meat Samosa,Vindaloo - Lamb,Madras - King Prawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Naan,Tarka Dall,Lamb Tikka Balti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tandoori Roti,Meat Samosa,Mushroom Rice,Aloo Gobi,Dhansak - Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Naan,Butter Chicken,Chicken Balti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilau Rice,Onion Bhajee,Bombay Aloo,Chana Masala,Lamb Balti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lime Pickle,Keema Naan,Lemon Rice,Dupiaza - Chicken Tikka,Lamb Mysore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilau Rice,Saag Aloo,Madras - Chicken,Madras - Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Papadum,Plain Naan,Plain Rice,French Fries,Curry - Chicken,Bhuna - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Papadum,Chapati,Pilau Rice,Saag - Chicken,Chicken Tikka (Main),Lamb Mysore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keema Naan,Keema Rice,Prawn Puree,Vindaloo - Lamb,Chicken Tikka Masala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Naan,Pilau Rice,Madras - Chicken,King Prawn Balti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mushroom Rice,French Fries,Still Water (750ml),Chicken Chaat,Mixed Starter,Saag Aloo,Chicken Tikka Masala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peshwari Naan,Lemon Rice,Chicken Tikka Karahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Chutney,Onion Chutney,Plain Papadum,Chapati,Paratha,Baingan Hari Mirch,Rogon - Chicken,Bengal Fish Karahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Rice,Saag Aloo,Vegetable Balti,Chicken Tikka Balti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Chutney,Plain Papadum,Vegetable Rice,Korma - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Naan,Special Fried Rice,Bombay Aloo,Madras - Chicken,Vindaloo - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Papadum,Garlic Naan,Onion Bhajee,Royal Paneer,Korma - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Chutney,Mint Sauce,Onion Chutney,Red Sauce,Lime Pickle,Plain Papadum,Pilau Rice,Chicken Chaat,King Prawn Puree,Bombay Aloo,Cauliflower Bhajee,Madras - Chicken,Chicken Tikka Masala,Lamb Balti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapati,Raitha,Meat Samosa,Mushroom Rice,Sheek Kebab (Main),Chicken Tikka (Main),Dupiaza - Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Chutney,Plain Papadum,Plain Naan,Pilau Rice,Peshwari Naan,Egg Rice,Chicken Tikka Masala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
